Learning Rate,Weight Decay,Epoch,Train Loss,Train RMSE,Val Loss,Val RMSE
0.0001,0.001,39,2.6001998611398647,"tensor(1.6125, dtype=torch.float64)",17.54123592761255,tensor(4.1882)
0.0001,0.001,40,2.6242081832241366,"tensor(1.6199, dtype=torch.float64)",19.581314952142776,tensor(4.4251)
0.0001,0.001,41,2.4610825960700575,"tensor(1.5688, dtype=torch.float64)",16.65023866007405,tensor(4.0805)
0.0001,0.001,42,2.5253733506073823,"tensor(1.5891, dtype=torch.float64)",17.2784888475172,tensor(4.1567)
0.0001,0.001,43,2.5273033486830223,"tensor(1.5897, dtype=torch.float64)",28.61753067662639,tensor(5.3495)
0.0001,0.001,44,2.468773293172991,"tensor(1.5712, dtype=torch.float64)",28.67153792227468,tensor(5.3546)
0.0001,0.001,45,2.4797231219910287,"tensor(1.5747, dtype=torch.float64)",22.091227585269557,tensor(4.7001)
0.0001,0.001,46,2.4302479724626282,"tensor(1.5589, dtype=torch.float64)",28.000008736887285,tensor(5.2915)
0.0001,0.001,47,2.5217643676577386,"tensor(1.5880, dtype=torch.float64)",17.48734712216162,tensor(4.1818)
0.0001,0.001,48,2.427336248191627,"tensor(1.5580, dtype=torch.float64)",18.95954039019923,tensor(4.3543)
0.0001,0.001,49,2.3370349613395898,"tensor(1.5287, dtype=torch.float64)",16.750979338922807,tensor(4.0928)
0.001,1e-06,0,45.21633743563214,"tensor(6.7243, dtype=torch.float64)",96.61809358289165,tensor(9.8295)
0.001,1e-06,1,34.8948606310664,"tensor(5.9072, dtype=torch.float64)",53.81352507683538,tensor(7.3358)
0.001,1e-06,2,30.350684047389674,"tensor(5.5091, dtype=torch.float64)",82.95617629635719,tensor(9.1080)
0.001,1e-06,3,26.338364023775668,"tensor(5.1321, dtype=torch.float64)",31.221402029837332,tensor(5.5876)
0.001,1e-06,4,24.2402030596862,"tensor(4.9234, dtype=torch.float64)",40.77253392434889,tensor(6.3853)
0.001,1e-06,5,22.506352152695527,"tensor(4.7441, dtype=torch.float64)",37.32164722104226,tensor(6.1091)
0.001,1e-06,6,22.94251205598986,"tensor(4.7898, dtype=torch.float64)",63.0000558207112,tensor(7.9373)
0.001,1e-06,7,20.919572484815443,"tensor(4.5738, dtype=torch.float64)",48.02059450457173,tensor(6.9297)
0.001,1e-06,8,20.76925609562848,"tensor(4.5573, dtype=torch.float64)",81.10692967137983,tensor(9.0059)
0.001,1e-06,9,20.266394803330705,"tensor(4.5018, dtype=torch.float64)",68.28858280181885,tensor(8.2637)
